File Name,Airwaybill / AWB number,Shipper name,Consignee name,Issuer details,Shipper account number,Consignee account number,Agent IATA code,Departure airport,Destination airport,Declared value,Invoice number,Invoice date,Sb number,Sb date,HS code / HSN code,Weight,Dimensions/measurements,Hawb / hbl number,Payment terms
HAWB-07949660785,2309005601, CARGOSAVVY PTE LTD, ZZZZZZ, CARGOSAVVY PTE LTD, ZZZZZZ, ZZZZZZ, ZZZZZZ, SINGAPORE AIRPORT, MANILA, V.D, ZZZZZZ, ZZZZZZ, ZZZZZZ, ZZZZZZ, 85444290 & 84834029, 0.00," 69,0X40.0X38.0 f/120.0X80.0X74", 2309005601, ZZZZZZ
